000790704;BISOLVON  8MG/TAB BTx16 (BLIST 2x8);BROMHEXINE HYDROCHLORIDE;4,45;3,87;;6,40;N;;;;R05CB02;BOEHRINGER INGELHEIM ΕΛΛΑΣ ΑΕ
000840107;BUSCOPAN   RELIEF 10MG/TAB BTx20 (BLIST.1x20);HYOSCINE BUTYLBROMIDE;1,29;1,12;;1,85;N;;;;A03BB01;BOEHRINGER INGELHEIM ΕΛΛΑΣ ΑΕ
000840105;BUSCOPAN C.TAB 10MG/TAB BTx40 (BLIST 2 x 20);HYOSCINE BUTYLBROMIDE;2,38;2,07; ;3,42;;;N;;A03BB01;BOEHRINGER INGELHEIM ΕΛΛΑΣ ΑΕ
000840301;BUSCOPAN INJ.SOL 20MG/1ML AMP BTx6AMPx1ML;HYOSCINE BUTYLBROMIDE;1,23;1,07; ;1,73;;;;N;A03BB01;BOEHRINGER INGELHEIM ΕΛΛΑΣ ΑΕ
000920101;COLIK OR.SO.D (2.5+1)MG/ML FLX30ML;"HOMATROPINE METHYLBROMIDE;HYOSCINE METHOBROMIDE";0,65;0,57; ;0,92;;;;N;A03BB;VILCO A.E.
001040101;HYPOTENSOR TAB 25MG/TAB ΒΤx20 (BLIST2x10);CAPTOPRIL;2,32;2,02; ;3,27;;;;N;C09AA01;ANGELINI PHARMA HELLAS ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ & ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ & ΕΜΠΟΡΙΑΣ ΦΑΡΜΑΚΩΝ Δ.Τ. ANGELINI PHARMA HELLAS ABEE
001040201;HYPOTENSOR TAB 50MG/TAB ΒΤx20 (BLIST2x10);CAPTOPRIL;3,52;3,06; ;4,96;;;;N;C09AA01;ANGELINI PHARMA HELLAS ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ & ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ & ΕΜΠΟΡΙΑΣ ΦΑΡΜΑΚΩΝ Δ.Τ. ANGELINI PHARMA HELLAS ABEE
001060401;HEPARIN/LEO  25000IU/5ML VIAL BTx10VIALSx5ML;HEPARIN SODIUM;24,88;21,65; ;35,08;;;;N;B01AB01;ΛΕΟ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΛΛΑΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Δ.Τ. ΛΕΟ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΛΛΑΣ ΑΕ & LEO PHARMACEUTICAL HELLAS SA
001150102;ENDOXAN C.TAB 50MG/TAB BTX50[BLIST(ALUM/PVC;CYCLOPHOSPHAMIDE MONOHYDRATE;3,74;3,25; ;5,27;;;;N;L01AA01;BAXTER HELLAS ΕΠΕ
001150402;ENDOXAN PD.INJ.SOL 500MG/VIAL BTX1 VIAL;CYCLOPHOSPHAMIDE MONOHYDRATE;2,02;1,76; ;2,85;;;;N;L01AA01;BAXTER HELLAS ΕΠΕ
001150501;ENDOXAN PD.INJ.SOL 1000MG/VIAL BTx1VIALS;CYCLOPHOSPHAMIDE MONOHYDRATE;3,95;3,44; ;5,57;;;;N;L01AA01;BAXTER HELLAS ΕΠΕ
001620201;CELESTONE CHRONODOSE INJ.SU.RET (3+3)MG/1 ML VIAL BTx1VIALx1ML;"BETAMETHASONE ACETATE;BETAMETHASONE SODIUM PHOSPHATE";4,26;3,71; ;6,01;;;;N;H02AB01;MERCK SHARP & DOHME Α.Φ.Β.Ε.Ε. Δ.Τ. MSD Α.Φ.Β.Ε.Ε.
001620202;CELESTONE CHRONODOSE INJ.SU.RET (3+3)MG/1 ML VIAL BT x1AMPx1ML;"BETAMETHASONE ACETATE;BETAMETHASONE SODIUM PHOSPHATE";0,54;0,47; ;0,76;;;;N;H02AB01;MERCK SHARP & DOHME Α.Φ.Β.Ε.Ε. Δ.Τ. MSD Α.Φ.Β.Ε.Ε.
001660101;COLDAN EY.NAS.SOL 0.1% FLX10ML;NAPHAZOLINE HYDROCHLORIDE;1,00;0,87; ;1,44;;;N;;R01AA08;Δ. & Κ. & Α. ΚΩΤΣΟΠΟΥΛΟΣ Α.Ε.
001660201;COLDAN NAS.SPR 0.1% FLX15ML;NAPHAZOLINE HYDROCHLORIDE;0,88;0,77; ;1,27;;;N;;R01AA08;Δ. & Κ. & Α. ΚΩΤΣΟΠΟΥΛΟΣ Α.Ε.
001910201;DAONIL TAB 5MG/TAB ΒΤx30(BLIST 2x15);GLIBENCLAMIDE;1,46;1,27; ;2,06;;;;N;A10BB01;SANOFI-AVENTIS AEBE
002170101;DESFERAL LY.PD.INJ 500MG/VIAL BTX10VIAL;DEFEROXAMINE MESILATE;23,03;20,04; ;32,47;;;;N;V03AC01;NOVARTIS (HELLAS) A.E.B.E.
002330401;EVATON-T INJ.SOL  BTX1AMPX10ML;"PYRIDOXINE HYDROCHLORIDE;DL-ALFA-TOCOPHERYL ACETATE;THIAMINE HYDROCHLORIDE;CYANOCOBALAMINE;RETINOL;RIBOFLAVIN;NICOTINAMIDE;DEXPANTHENOL;VITAMIN D";2,33;2,03; ;3,29;;;;N;A11JA;DEMO ABEE
002410101;EVATON B12 SYR (10+5+0,125)MG/5ML BT x FL x 120 ML;"THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";0,94;0,82; ;1,35;;;N;;A11DB;DEMO ABEE
002410102;EVATON B12 SYR (10+5+0,125)MG/5ML BT x FL x 180 ML;"THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";1,38;1,20; ;1,95;;;;N;A11DB;DEMO ABEE
002410103;EVATON B12 SYR (10+5+0,125)MG/5ML BT x FL x 120 ML;"THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";0,94;0,82; ;1,35;;;N;;A11DB;DEMO ABEE
002410104;EVATON B12 SYR (10+5+0,125)MG/5ML BT x FL x 180 ML;"THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";1,38;1,20; ;1,95;;;;N;A11DB;DEMO ABEE
002410201;EVATON B12 INJ.SOL (250+250+1.5)mg/5ml BTX5AMPX5ML;"THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";1,20;1,04; ;1,69;;;;N;A11DB;DEMO ABEE
002410401;EVATON B12 F.C.TAB (200+250+1.5)MG/TAB BTX20(FOIST 2Χ10);"THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";1,47;1,28; ;2,07;;;;N;A11DB;DEMO ABEE
002410402;EVATON B12 F.C.TAB (200+250+1.5)MG/TAB BTX30(FOIST 3X10);"THIAMINE HYDROCHLORIDE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";1,95;1,70; ;2,75;;;;N;A11DB;DEMO ABEE
002730202;FUROLIN TAB 50MG/TAB ΒΤΧ30(ΣΕ BLISTER);NITROFURANTOIN;1,45;1,26; ;2,04;;;;N;J01XE01;IASIS PHARMAC.HELLAS ΒΙΟΜ.& ΕΜΠ.Φ/ΚΩΝ-ΧΗΜ/ΚΩΝ & ΚΑΛ.ΠΡ.ΑΒΕΕ
002730501;FUROLIN TAB 100MG/TAB ΒΤΧ30 (ΣΕ BLISTER);NITROFURANTOIN;3,09;2,69; ;4,36;;;;N;J01XE01;IASIS PHARMAC.HELLAS ΒΙΟΜ.& ΕΜΠ.Φ/ΚΩΝ-ΧΗΜ/ΚΩΝ & ΚΑΛ.ΠΡ.ΑΒΕΕ
002890101;HYDERGINE OR.SO.D 1MG/ML FLX15ML;DIHYDROERGOTOXINE MESILATE;0,75;0,65; ;1,08;;;N;;C04AE01;DEFIANTE FARMACEUTICA S.A., PORTUGAL
003070201;ISOPTO-CARPINE EY.DRO.SOL 4% FLx15ML;PILOCARPINE HYDROCHLORIDE;1,59;1,38; ;2,24;;;;N;S01EB01;ΑΛΚΟΝ ΛΑΜΠΟΡΑΤΟΡΙΣ ΕΛΛΑΣ ΑΕΒΕ
003070301;ISOPTO-CARPINE EY.DRO.SOL 2%  (W/V) FLx15 ML;PILOCARPINE HYDROCHLORIDE;1,46;1,27; ;2,06;;;;N;S01EB01;ΑΛΚΟΝ ΛΑΜΠΟΡΑΤΟΡΙΣ ΕΛΛΑΣ ΑΕΒΕ
003330201;LOMUDAL EY.DRO.SOL 2% FLx10 ML;CROMOGLICATE SODIUM;2,07;1,80; ;2,92;;;;N;S01GX01;SANOFI-AVENTIS AEBE
003460101;LIBRAX C.TAB (5+2.5)MG/TAB ΒΤΧ30;"CHLORDIAZEPOXIDE;CLIDINIUM BROMIDE";1,14;0,99; ;1,61;;;;N;A03CA02;MEDA PHARMACEUTICALS S.A., GREECE
003560101;MESTINON C.TAB 60MG/TAB BTx20(σε FL);PYRIDOSTIGMINE BROMIDE;1,97;1,71; ;2,78;;;;N;N07AA02;MEDA PHARMACEUTICALS S.A., GREECE
003700101;MAXIDEX EY.DRO.SUS 0,1% FLX5ML;DEXAMETHASONE;1,33;1,16; ;1,88;;;;N;S01BA01;ΑΛΚΟΝ ΛΑΜΠΟΡΑΤΟΡΙΣ ΕΛΛΑΣ ΑΕΒΕ
003810101;MANNITOL/FRESENIUS SOL.INF 20% BOTTLEx500 ML;MANNITOL;1,92;1,67; ;2,71;;;;N;B05BC01;FRESENIUS KABI HELLAS AE
003810102;MANNITOL/FRESENIUS SOL.INF 20% BOTTLEx1000 ML;MANNITOL;2,79;2,43; ;3,93;;;;N;B05BC01;FRESENIUS KABI HELLAS AE
003810103;MANNITOL/FRESENIUS SOL.INF 20% BOTTLEx250 ML;MANNITOL;1,39;1,21; ;1,96;;;;N;B05BC01;FRESENIUS KABI HELLAS AE
003810104;MANNITOL/FRESENIUS SOL.INF 20% BOTTLE;MANNITOL;1,92;1,67; ;2,71;;;;N;B05BC01;FRESENIUS KABI HELLAS AE
003850201;MYCO-SYNALAR OINTMENT 3%+0,025% TUB x 10 G;"CLIOQUINOL;FLUOCINOLONE ACETONIDE";1,18;1,03; ;1,70;;;N;;D07BC02;ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.
003850202;MYCO-SYNALAR OINTMENT 3%+0,025% TUB x 30 G;"CLIOQUINOL;FLUOCINOLONE ACETONIDE";1,35;1,17; ;1,90;;;;N;D07BC02;ΜΙΝΕΡΒΑ ΦΑΡΜΑΚΕΥΤΙΚΗ Α.Ε.
003980101;NORGESIC TAB (450+35)MG/TAB ΒΤx30;"PARACETAMOL;ORPHENADRINE CITRATE";1,78;1,55; ;2,51;;;;N;M03BC51;MEDA PHARMACEUTICALS S.A., GREECE
004020103;NORFLEX TAB 100MG/TAB BTx20(BLIST1x20);ORPHENADRINE CITRATE;1,52;1,32; ;2,14;;;;N;M03BC01;MEDA PHARMACEUTICALS S.A., GREECE
004020202;NORFLEX INJ.SOL 60MG/2ML AMP BTx6AMPSx2ML;ORPHENADRINE CITRATE;1,61;1,40; ;2,27;;;;N;M03BC01;MEDA PHARMACEUTICALS S.A., GREECE
004260101;PRIMPERAN INJ.SOL 10MG/2ML AMP BTX6AMPX2ML;METOCLOPRAMIDE HYDROCHLORIDE MONOHYDRATE;0,83;0,72; ;1,17;;;;N;A03FA01;SANOFI-AVENTIS AEBE
004260201;PRIMPERAN SUPP 10 MG/SUP ΒΤΧ5;METOCLOPRAMIDE;0,50;0,44; ;0,72;;;N;;A03FA01;SANOFI-AVENTIS AEBE
004260301;PRIMPERAN SYR 5MG/5ML FLX125ML;METOCLOPRAMIDE HYDROCHLORIDE MONOHYDRATE;0,72;0,63; ;1,04;;;N;;A03FA01;SANOFI-AVENTIS AEBE
004260401;PRIMPERAN TAB 10MG/TAB ΒΤx20 (BLIST 2x10);METOCLOPRAMIDE HYDROCHLORIDE MONOHYDRATE;0,60;0,52; ;0,85;;;;N;A03FA01;SANOFI-AVENTIS AEBE
004260402;PRIMPERAN TAB 10MG/TAB BTx20 (BLIST 1x20);METOCLOPRAMIDE HYDROCHLORIDE MONOHYDRATE;0,66;0,57; ;0,95;;;N;;A03FA01;SANOFI-AVENTIS AEBE
004260701;PRIMPERAN SUPP 20MG/SUP ΒΤΧ5;METOCLOPRAMIDE;0,60;0,52; ;0,86;;;N;;A03FA01;SANOFI-AVENTIS AEBE
004350101;PHENYLEPHRINE/COOPER EY.DRO.SOL 5% FLx10ML;PHENYLEPHRINE HYDROCHLORIDE;1,28;1,11; ;1,80;;;;N;S01FB01;ΚΟΠΕΡ Α.Ε.
004350401;PHENYLEPHRINE/COOPER EY.DRO.SOL 10 % FLx10ML;PHENYLEPHRINE HYDROCHLORIDE;1,65;1,44; ;2,33;;;;N;S01FB01;ΚΟΠΕΡ Α.Ε.
004690101;PILOCOLLYRE EY.DRO.SOL 1% FLX10ML;PILOCARPINE HYDROCHLORIDE;0,64;0,56; ;0,90;;;;N;S01EB01;ΚΟΠΕΡ Α.Ε.
004690201;PILOCOLLYRE EY.DRO.SOL 2% FLX10ML;PILOCARPINE HYDROCHLORIDE;1,14;0,99; ;1,61;;;;N;S01EB01;ΚΟΠΕΡ Α.Ε.
004690301;PILOCOLLYRE EY.DRO.SOL 4% FLX10ML;PILOCARPINE HYDROCHLORIDE;1,07;0,93; ;1,51;;;;N;S01EB01;ΚΟΠΕΡ Α.Ε.
004760201;PENTOTHAL DR.PD.INJ 1G/VIAL BTx1VIAL+1VIALx50ML;THIOPENTAL SODIUM;2,20;1,91; ;3,10;;;;N;N01AF03;HOSPIRA UK LIMITED, U.K.
004760202;PENTOTHAL DR.PD.INJ 1G/VIAL BTx10 VIALS;THIOPENTAL SODIUM;12,71;11,06; ;17,92;;;;N;N01AF03;HOSPIRA UK LIMITED, U.K.
005530101;OTRIVIN  0,1% TUBX10G;XYLOMETAZOLINE HYDROCHLORIDE;1,88;1,64;;2,70;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005530201;OTRIVIN  0,1% FLX10ML;XYLOMETAZOLINE HYDROCHLORIDE;0,82;0,71;;1,18;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005530301;OTRIVIN  0,05% FLX10ML;XYLOMETAZOLINE HYDROCHLORIDE;0,76;0,66;;1,09;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005530401;OTRIVIN  0.1% W/V FLx10ML;XYLOMETAZOLINE HYDROCHLORIDE;0,96;0,84;;1,38;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005530601;OTRIVIN (MENTHOL)  0.1% FLx10ML;XYLOMETAZOLINE HYDROCHLORIDE;1,43;1,24;;2,06;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005530801;OTRIVIN ΠΑΙΔΙΚΟ (PRESERVATIVE FREE)  (ΣΤΑΘΕΡΩΝ ΔΟΣΕΩΝ)  0,05%W/V BTxFLx5ML(71DOSES;XYLOMETAZOLINE HYDROCHLORIDE;2,40;2,09;;3,45;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005530901;OTRIVIN (PRESERVATIVE FREE)  (ΣΤΑΘΕΡΩΝ ΔΟΣΕΩΝ)  0,1%W/V BTXFLX10ML(71DOSES;XYLOMETAZOLINE HYDROCHLORIDE;3,45;3,00;;4,96;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005531001;OTRIVIN (MENTHOL PRESERVATIVE FREE)  (ΣΤΑΘΕΡΩΝ ΔΟΣΕΩΝ)  0,1%W/V FLX10ML(71DOSES+;XYLOMETAZOLINE HYDROCHLORIDE;2,27;1,97;;3,26;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005531101;OTRIVIN  MOISTURISING FORMULA  (ΣΤΑΘΕΡΩΝ ΔΟΣΕΩΝ)  0,1%w/v(0,14mg/dose) FLx10ML(71 DOSES;XYLOMETAZOLINE HYDROCHLORIDE;2,35;2,04;;3,38;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005531201;OTRIVIN (ΠΑΙΔΙΚΟ)  MOISTURISING FORMULA  (ΣΤΑΘΕΡΩΝ ΔΟΣΕΩΝ)  (0,05% (0,035mg/DOSE) FLX10ML;XYLOMETAZOLINE HYDROCHLORIDE;1,29;1,12;;1,85;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005531301;OTRIVIN  (ΠΑΙΔΙΚΟ)  (MOISTURISING FORMULA)  0,05% (W/V) BOTTLE X10ML;XYLOMETAZOLINE HYDROCHLORIDE;1,63;1,42;;2,34;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005531401;OTRIVIN  MOISTURISING FORMULA  0,1%        W/V BOTTLE X10ML;XYLOMETAZOLINE HYDROCHLORIDE;1,85;1,61;;2,66;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005531501;OTRIVIN (MOISTURISING FORMULA)  (0,1% (W/V) BOTTLEX10ML;XYLOMETAZOLINE HYDROCHLORIDE;2,01;1,75;;2,89;N;;;;R01AA07;NOVARTIS (HELLAS) A.E.B.E.
005700101;XYLOCAINE INJ.SOL 2% (20MG/ML) BTx5VIALSx50ML;LIDOCAINE HYDROCHLORIDE MONOHYDRATE;6,70;5,83; ;9,45;;;;N;N01BB02;ASTRAZENECA A.E.
005700401;XYLOCAINE GEL 2% W/W TUBx30G;LIDOCAINE HYDROCHLORIDE MONOHYDRATE;3,20;2,78; ;4,51;;;;N;N01BB02;ASTRAZENECA A.E.
005700402;XYLOCAINE GEL 2% W/W BTx10TUBS x30G;LIDOCAINE HYDROCHLORIDE MONOHYDRATE;8,98;7,81; ;12,66;;;;N;N01BB02;ASTRAZENECA A.E.
005700701;XYLOCAINE SPR 10% W/V FLx50ML(500 DOSES);LIDOCAINE;4,90;4,26; ;7,04;;;N;;N01BB02;ASTRAZENECA A.E.
006150101;SULFANICOLE LY.P.EY.DR 0.5%+10% BTX1BOTTLEX10ML+1;"CHLORAMPHENICOL SODIUM SUCCINATE;SULFACETAMIDE SODIUM";2,03;1,77; ;2,86;;;;N;S01AA20;ΚΟΠΕΡ Α.Ε.
006350101;STUGERON CAPS 75MG/CAP ΒΤx20 (BLISTERS2x10);CINNARIZINE;1,10;0,96; ;1,55;;;;N;N07CA02;JANSSEN-CILAG ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΕΒΕ
006350201;STUGERON TAB 25MG/TAB ΒΤx50 (BLISTERS5x10);CINNARIZINE;1,05;0,91; ;1,48;;;;N;N07CA02;JANSSEN-CILAG ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΕΒΕ
006350301;STUGERON OR.SU.D 75MG/ML FLx20ML;CINNARIZINE;1,46;1,27; ;2,06;;;;N;N07CA02;JANSSEN-CILAG ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΕΒΕ
006390101;TRANSAMIN CAPS 250MG/CAP BTx50 CAPS;TRANEXAMIC ACID;4,31;3,75; ;6,08;;;;N;B02AA02;Α. ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ Α.Ε.
006390301;TRANSAMIN INJ.SOL 500MG/5ML AMP BTx10AMPx5ML;TRANEXAMIC ACID;3,94;3,43; ;5,56;;;;N;B02AA02;Α. ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ Α.Ε.
006650401;TRIVIMINE F.C.TAB 125MG+125MG+125MCG/TAB ΒΤΧ30(BLIST 3X10);"THIAMINE MONONITRATE;PYRIDOXINE HYDROCHLORIDE;CYANOCOBALAMINE";1,67;1,45; ;2,40;;;N;;A11DB;ALAPIS ABEE
008410301;FERRUM HAUSMANN SYR 50MG/5ML FLX125ML;FERRIC HYDROXIDE POLYMALTOSE COMPLEX;2,79;2,43; ;3,93;;;;N;B03AB05;TAKEDA ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Δ.Τ. TAKEDA ΕΛΛΑΣ Α.Ε.
008410401;FERRUM HAUSMANN OR.SO.D 50 MG/ML FLX30ML;FERRIC HYDROXIDE POLYMALTOSE COMPLEX;2,11;1,84; ;2,98;;;;N;B03AB05;TAKEDA ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Δ.Τ. TAKEDA ΕΛΛΑΣ Α.Ε.
008410701;FERRUM HAUSMANN  100MG/5ML VIAL-ORAL ΒΤΧ10VIALS μιας δόση;FERRIC HYDROXIDE POLYMALTOSE COMPLEX;4,12;3,58; ;5,81;;;;N;B03AB05;TAKEDA ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Δ.Τ. TAKEDA ΕΛΛΑΣ Α.Ε.
008410801;FERRUM HAUSMANN CHW.TAB 100MG/TAB ΒΤΧ30(BLIST 3X10);FERRIC HYDROXIDE POLYMALTOSE COMPLEX;3,41;2,97; ;4,81;;;;N;B03AB05;TAKEDA ΕΛΛΑΣ ΦΑΡΜΑΚΕΥΤΙΚΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ Δ.Τ. TAKEDA ΕΛΛΑΣ Α.Ε.
008500101;DISPERSADRON-C EY.DRO.SOL 0,5%+0,1% (W/V) FL x 10 ML;"CHLORAMPHENICOL;DEXAMETHASONE SODIUM PHOSPHATE";3,89;3,38; ;5,59;;;N;;S01CA01;LABORATOIRES THEA, FRANCE
008560201;STREPSILS (HONEY+LEMON)  (1,2+0,6)MG/LOZ ΒΤx24(BLIST2x12);"DICHLOROBENZYL ALCOHOL;AMYLMETACRESOL";2,40;2,09;;3,45;N;;;;R02AA03;ΡΕΚΙΤ ΜΠΕΝΚΙΖΕΡ ΕΛΛΑΣ ΧΗΜΙΚΑ ΑΒΕΕ
008560204;STREPSILS (HONEY+LEMON)  (1,2+0,6)MG/LOZ BTx36 (BLIST 3x12);"DICHLOROBENZYL ALCOHOL;AMYLMETACRESOL";2,71;2,36;;3,90;N;;;;R02AA03;ΡΕΚΙΤ ΜΠΕΝΚΙΖΕΡ ΕΛΛΑΣ ΧΗΜΙΚΑ ΑΒΕΕ
008560304;STREPSILS (LEMON SUGAR FREE)  (1,2+0,6)MG/LOZ BTx16(BLIST 2x8LOZ);"DICHLOROBENZYL ALCOHOL;AMYLMETACRESOL";2,35;2,04;;3,38;N;;;;R02AA03;ΡΕΚΙΤ ΜΠΕΝΚΙΖΕΡ ΕΛΛΑΣ ΧΗΜΙΚΑ ΑΒΕΕ
008560306;STREPSILS (LEMON SUGAR FREE)  (1,2+0,6)MG/LOZ BTx24(BLIST 2x12LOZ);"DICHLOROBENZYL ALCOHOL;AMYLMETACRESOL";1,20;1,04;;1,73;N;;;;R02AA03;ΡΕΚΙΤ ΜΠΕΝΚΙΖΕΡ ΕΛΛΑΣ ΧΗΜΙΚΑ ΑΒΕΕ
008560406;STREPSILS (CLASSIC)  (1,2+0,6)MG/LOZ BTx24(2BLISTx12LOZ);"DICHLOROBENZYL ALCOHOL;AMYLMETACRESOL";2,02;1,76;;2,90;N;;;;R02AA03;ΡΕΚΙΤ ΜΠΕΝΚΙΖΕΡ ΕΛΛΑΣ ΧΗΜΙΚΑ ΑΒΕΕ
008560506;COOL-STREPSILS  COOL  (1,2+0,6)MG/LOZ BTx24(BLIST 2x12LOZ);"DICHLOROBENZYL ALCOHOL;AMYLMETACRESOL";3,45;3,00;;4,96;N;;;;R02AA03;ΡΕΚΙΤ ΜΠΕΝΚΙΖΕΡ ΕΛΛΑΣ ΧΗΜΙΚΑ ΑΒΕΕ
008560704;STREPSILS STRAWBERRY SUGAR FREE  (1,2+0,6)MG/LOZ BTx16 LOZ;"DICHLOROBENZYL ALCOHOL;AMYLMETACRESOL";1,90;1,65;;2,73;N;;;;R02AA03;ΡΕΚΙΤ ΜΠΕΝΚΙΖΕΡ ΕΛΛΑΣ ΧΗΜΙΚΑ ΑΒΕΕ
