250121_1359_44704;44704;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο ουρικού οξέος;250121;1359
250121_1359_42061;42061;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο ούρο/κοπρο-πορφυρίνης;250121;1359
250121_1359_46834;46834;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο ουσιών οξείας φάσης, APR (APR: acute phase reactants);250121;1359
250121_1359_42076;42076;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο παράγοντα νέκρωσης όγκων;250121;1359
250121_1359_42209;42209;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πεπτιδίου συγγενούς της παραθυρεοειδούς ορμόνης.;250121;1359
250121_1359_42202;42202;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πεψινογόνου.;250121;1359
250121_1359_42105;42105;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πολλαπλών αντιγόνων του ιού της λευχαιμίας των ανθρώπινω;250121;1359
250121_1359_42107;42107;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πολλαπλών αντισωμάτων κατά του ιού της λευχαιμίας των αν;250121;1359
250121_1359_41383;41383;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πολυειδικού αντιανθρώπινου ορού.;250121;1359
250121_1359_41387;41387;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο προαλβουμίνης;250121;1359
250121_1359_42117;42117;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο προσδιορισμού αντισωμάτων κατά αντιγόνου ανθρώπινου λευκ;250121;1359
250121_1359_45822;45822;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο προσδιορισμού του λόγου των συγκεντρώσεων αλβουμίνης/σφα;250121;1359
250121_1359_41309;41309;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο προσδιοριστικών αντισωμάτων του  αντιγόνου τάξης ΙΙ ανθρ;250121;1359
250121_1359_42193;42193;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πρωτεΐνης 1 δεσμεύουσας αυξητικό παράγοντα ομοιάζοντος σ;250121;1359
250121_1359_41362;41362;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πρωτεΐνης 3 δεσμεύουσας αυξητικό παράγοντα ομοιάζοντος σ;250121;1359
250121_1359_42217;42217;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πρωτεΐνης δεσμεύουσας ρετινόλη.;250121;1359
250121_1359_38195;38195;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πρωτεΐνης ογκογονιδίου.;250121;1359
250121_1359_30505;30505;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πρωτεΐνης πλάσματος.;250121;1359
250121_1359_38221;38221;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο πρωτεΐνης σχετιζόμενης  με ιστό;250121;1359
250121_1359_45797;45797;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο ρενίνης;250121;1359
250121_1359_42230;42230;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο ρευματοειδούς παράγοντα;250121;1359
250121_1359_41748;41748;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο σαλικυλικού.;250121;1359
250121_1359_41751;41751;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο σεροτονίνης.;250121;1359
250121_1359_41753;41753;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο σισομυκίνης.;250121;1359
250121_1359_42247;42247;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο συγκυτιακού ιού του αναπνευστικού;250121;1359
250121_1359_41724;41724;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο συμπλέγματος θρομβίνης-αντιθρομβίνης ΙΙΙ;250121;1359
250121_1359_42224;42224;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο συστημικού ερυθηματώδους λύκου;250121;1359
250121_1359_38274;38274;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο σφαιρίνης δεσμεύουσας θυροξίνη.;250121;1359
250121_1359_42181;42181;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο σφαιρίνης δεσμεύουσας φυλετική ορμόνη.;250121;1359
250121_1359_42171;42171;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο σχιστοσώματος.;250121;1359
250121_1359_42119;42119;Μέσο βαθμονόμησης για το διαγνωστικό σύνολο ταξινόμησης κατά τύπο των αντιγόνων  ανθρώπινων λευκοκυτ;250121;1359
250121_1359_41823;41823;Υλικό ελέγχου  πολλών συστατικών για το διαγνωστικό σύνολο ανάλυσης των πολλαπλών συστατικών του ορο;250121;1359
250121_1359_30503;30503;Υλικό ελέγχου  φαρμάκου;250121;1359
250121_1359_41930;41930;Υλικό ελέγχου  φιβρονεκτίνης;250121;1359
250121_1359_47354;47354;Υλικό ελέγχου , για το διαγνωστικό σύνολο Β-τύπου νατριουρητικού πεπτιδίου (BNP)/NT-proBNP;250121;1359
250121_1359_47283;47283;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του ανθρώπινου μεταπνευμονοϊού (hMPV);250121;1359
250121_1359_47331;47331;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του βακτηρίου μυκόπλασμα;250121;1359
250121_1359_47327;47327;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του βακτηρίου μυκόπλασμα  pneumoniae;250121;1359
250121_1359_47323;47323;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του βακτηρίου μυκόπλασμα  των γεννητικών;250121;1359
250121_1359_47279;47279;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του ιού Influenza A/B;250121;1359
250121_1359_47293;47293;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του ιού ανεμοβλογιάς - ζωστήρα;250121;1359
250121_1359_47297;47297;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του χλαμυδίου πνευμονίας;250121;1359
240105_1311_38152;38152;Ορθοπαιδικός οστικός ήλος, κνήμης;240105;1311
240105_1311_33187;33187;Ορθοπαιδικός οστικός ήλος, μηριαίου;240105;1311
240101_1311_38609;38609;Ενδοδοντικός άξονας, προκατασκευασμένος;240101;1311
240101_1311_38777;38777;Ενδοδοντικός απορροφητικός κώνος;240101;1311
240101_1311_47102;47102;Προϊόν απόξεσης δέρματος για την ακόλουθη τοποθέτηση ηλεκτροδίων;240101;1311
240101_1311_34214;34214;Προιόν ελέγχου ακράτειας, ουρηθρικό, θηλυκό;240101;1311
240101_1311_33957;33957;Προιόν ελλάτωσης ροχαλίσματος;240101;1311
240101_1311_42505;42505;Προϊόν κρυοθεραπείας αιμορροϊδων, μιας χρήσης;240101;1311
240101_1311_45342;45342;Προϊόν πρόσδεσης περιβλήματος  λαπαροσκοπικής βελόνης παρακέντησης;240101;1311
240101_1311_46450;46450;Προϊόν προσδιορισμού της διάστασης του αγγείου;240101;1311
240101_1311_47462;47462;Προϊόν ράμματος δεσίματος κόμπου;240101;1311
240101_1311_46455;46455;Προϊόν χειρισμού ροπής;240101;1311
240101_1311_45850;45850;Προσαρμογέας  / επιμηκυντής ηλεκτρικού αγωγού βηματοδότησης;240101;1311
240101_1311_35897;35897;Προσαρμογέας ασφαλούς σύνδεσης, μίας χρήσης;240101;1311
240101_1311_46114;46114;Προσαρμογέας ενδοσκόπησης διόγκωσης βολβού;240101;1311
240101_1311_35944;35944;Προσαρμογέας καθετήρα περιτοναϊκής κάθαρσης;240101;1311
240101_1311_46115;46115;Προσαρμογέας καθετήρα, γενικής χρήσης;240101;1311
240101_1311_31973;31973;Προσαρμογέας ουρητηρικού καθετήρα;240101;1311
240101_1311_44036;44036;Προσαρμογέας,  ενδαγγειακού καθετήρα;240101;1311
240101_1311_35075;35075;Προσαρμογέας, luer;240101;1311
240101_1311_35400;35400;Προσαρμογέας, ενδοτραχειακού σωλήνα;240101;1311
240101_1311_35338;35338;Προσαρμογέας, παράκαμψης / συριγγίου;240101;1311
240101_1311_44035;44035;Προσαρμογέας, περιέκτη;240101;1311
240101_1311_35384;35384;Προσαρμογέας, σύριγγας/βελόνας;240101;1311
240101_1311_46404;46404;Εφαρμογέας χειρουργικού αιμοστατικού κλιπ, επανεπεξεργασμένος;240101;1311
240101_1311_36126;36126;Εφαρμογέας χειρουργικού αιμοστατικού κλιπ, μίας χρήσης;240101;1311
240101_1311_44830;44830;Εφαρμογέας χειρουργικού παρεμβύσματος, διπλού καναλιού;240101;1311
240101_1311_31343;31343;Εφαρμογέας, τοπικής αναισθησίας, λαρυγγοτραχειακός;240101;1311
240101_1311_37240;37240;Ζεστό/κρύο επίθεμα, επαναχρησιμοποιήσιμο;240101;1311
240101_1311_35355;35355;Ζώνη κήλης ενηλίκων;240101;1311
240101_1311_44848;44848;Ζώνη πλευρού;240101;1311
240101_1311_41474;41474;Ηλεκτρικός αγωγός βηματοδότησης, εξωτερικός, διαοισοφαγικός;240101;1311
240101_1311_34374;34374;Ηλεκτρικός αγωγός συστήματος ηλεκτρικής διέγερσης, μίας χρήσης;240101;1311
240101_1311_11444;11444;Ηλεκτρόδιο / ηλεκτρικός αγωγός θεραπευτικού συστήματος ηλεκτροσπασμών, μίας χρήσης;240101;1311
240101_1311_11434;11434;Ηλεκτρόδιο άκρου καθετήρα;240101;1311
240101_1311_47055;47055;Ηλεκτρόδιο απινιδωτή, εξωτερικό, μίας χρήσης;240101;1311
240101_1311_35038;35038;Ηλεκτρόδιο εμβρυακού κρανίου;240101;1311
240101_1311_16995;16995;Ηλεκτρόδιο ενδοκαρδιακό;240101;1311
240101_1311_11460;11460;Ηλεκτρόδιο ηλεκτροαμφιβληστροειδογράφου;240101;1311
240101_1311_17460;17460;Ηλεκτρόδιο ηλεκτροκαρδιογράφου, για νεογνά;240101;1311
240101_1311_35035;35035;Ηλεκτρόδιο ηλεκτροκαρδιογράφου, μίας χρήσης;240101;1311
240101_1311_11441;11441;Ηλεκτρόδιο ηλεκτρομυογράφου;240101;1311
240101_1311_11442;11442;Ηλεκτρόδιο ηλεκτρονυσταγμογράφου;240101;1311
240101_1311_35036;35036;Ηλεκτρόδιο ηλεκτροοφθαλμογράφου;240101;1311
240101_1311_44718;44718;Ηλεκτρόδιο ηλεκτροχειρουργικής ενδοθεραπείας, επανεπεξεργασμένο;240101;1311
240101_1311_38817;38817;Ηλεκτρόδιο ηλεκτροχειρουργικής ενδοθεραπείας, μίας χρήσης;240101;1311
240101_1311_40932;40932;Ηλεκτρόδιο ηλεκτροχειρουργικού διαθερμικού συστήματος, ενεργό, επανεπεξεργασμένο;240101;1311
240101_1311_44684;44684;Ηλεκτρόδιο ηλεκτροχειρουργικού διαθερμικού συστήματος, ενεργό, μίας χρήσης;240101;1311
240101_1311_11500;11500;Ηλεκτρόδιο ηλεκτροχειρουργικού διαθερμικού συστήματος, επιστροφής, μίας χρήσης;240101;1311
240101_1311_44661;44661;Ηλεκτρόδιο καρδιακής ηλεκτροχειρουργικής διαθερμίας;240101;1311
240101_1311_47161;47161;Ηλεκτρόδιο κυστεοτόμου ηλεκτροχειρουργικής ενδοθεραπείας;240101;1311
240101_1311_35037;35037;Ηλεκτρόδιο οισοφάγου;240101;1311
240101_1311_45576;45576;Ηλεκτρόδιο προκλητής απόκρισης, οπτικό;240101;1311
240101_1311_15137;15137;Ηλεκτρόδιο στομαχικού pH;240101;1311
240101_1311_47029;47029;Ηλεκτρόδιο σύστημα ηλεκτρικής διέγερσης ελέγχου διαδερμικού εκτραχηλισμού;240101;1311
240101_1311_35995;35995;Ηλεκτρόδιο συστήματος TENS;240101;1311
240101_1311_45049;45049;Ηλεκτρόδιο συστήματος δερματικού περιγραμματισμού, με επιστροφή, ραδιοσυχνοτήτων;240101;1311
240101_1311_11461;11461;Ηλεκτρόδιο συστήματος εφίδρωσης με ιοντοφόρηση;240101;1311
240101_1311_32545;32545;Ηλεκτρόδιο, εγκεφαλικού φλοιού;240101;1311
240101_1311_11440;11440;Ηλεκτρόδιο, ηλεκτροεγκεφαλογράφου;240101;1311
240101_1311_34971;34971;Θερμό επίθεμα, ατμού;240101;1311
240101_1311_37697;37697;Θερμό επίθεμα, χημικό;240101;1311
240101_1311_46558;46558;Θερμό τζελ θεραπείας;240101;1311
240101_1311_40555;40555;Θερμό/ψυχρό επίθεμα, μιας χρήσης;240101;1311
240101_1311_35899;35899;Θερμόμετρο, χρωματικής ένδειξης;240101;1311
240101_1311_40896;40896;"""Θερμοπλαστικό σταθεροποίησης θέσης ασθενούς";240101;1311
240101_1311_35257;35257;Θήκες αγγειακές;240101;1311
240101_1311_16581;16581;Θήκη φακών επαφής;240101;1311
240105_1311_46649;46649;Τυποποιημένη συσκευασία πλάκας ορθοπαιδικής οστεοσύνθεσης, μη βιοαποικοδομήσιμη;240105;1311
240105_1311_45471;45471;Τυποποιημένη συσκευασία πλάκας οστεοσύνθεσης σπονδυλικής στήλης, βιοαπορροφήσιμη;240105;1311
240105_1311_45895;45895;Τυποποιημένη συσκευασία πώματος / σωλήνα πλήρωσης, πρόθεσης μαστού;240105;1311
250121_1359_47319;47319;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του χλαμυδίου τραχώματος;250121;1359
250121_1359_47315;47315;Υλικό ελέγχου , για το διαγνωστικό σύνολο νουκλεϊκού οξέος του χλαμυδίου ψιττάκωσης;250121;1359
240105_1311_46643;46643;Τυποποιημένη συσκευασία σταθεροποίησης κρανιοπροσωπικής πλάκας, βιοαποικοδομήσιμης;240105;1311
240105_1311_46644;46644;Τυποποιημένη συσκευασία σταθεροποίησης κρανιοπροσωπικής πλάκας, μη βιοαποικοδομήσιμης;240105;1311
240105_1311_31994;31994;Υδραυλικό σύστημα ακράτειας ούρων;240105;1311
240105_1311_45230;45230;Υλικό αποκατάστασης ιστών, συνθετικό, σιλικόνης, τύπου μπλοκ;240105;1311
240105_1311_44395;44395;Υποδοχή πρόθεσης, <προσδιορίστε>;240105;1311
240105_1311_41517;41517;Υποδοχή πρόθεσης, βραχίωνος;240105;1311
240105_1311_41152;41152;Υποδοχή πρόθεσης, διακνημιαίας;240105;1311
240105_1311_41156;41156;Υποδοχή πρόθεσης, διαμηριαίας;240105;1311
240105_1311_41535;41535;Υποδοχή πρόθεσης, εξαρθρώσεως αστραγάλου;240105;1311
240105_1311_41149;41149;Υποδοχή πρόθεσης, μερικού ποδός;240105;1311
240105_1311_35907;35907;Υποκατάστατα υδατοειδούς ή υαλοειδούς υγρού;240105;1311
240105_1311_35658;35658;Φακός ενδοφθάλμιος, οπίσθιου θαλάμου, ψευδοφακικός;240105;1311
240105_1311_35655;35655;Φακός ενδοφθάλμιος, προσθίου θαλάμου, ψευδοφακικός;240105;1311
240105_1311_44865;44865;Φίλτρο πνευμονικής εμβολής κοίλης φλέβας, μόνιμο;240105;1311
240105_1311_44864;44864;Φίλτρο πνευμονικής εμβολής κοίλης φλέβας, προσωρινό / μόνιμο;240105;1311
240120_1329_35209;35209;Βελόνα, συλλογής αίματος;240120;1329
240120_1329_10426;10426;Σετ αιμοδοσίας, <προσδιορίστε>;240120;1329
240120_1329_44034;44034;Σετ αιμοδοσίας, δυο ασκών;240120;1329
240120_1329_44033;44033;Σετ αιμοδοσίας, μονού ασκού;240120;1329
240120_1329_44037;44037;Σετ αιμοδοσίας, τριών ασκών;240120;1329
240120_1329_46346;46346;Σετ αιμοδότη, παιδιατρικό;240120;1329
240120_1329_46347;46347;Σετ αιμοδότη, τεσσάρων περιεκτών;240120;1329
240130_1741_16517;16517;Ακτινολογικό φιλμ, <προσδιορίστε>;240130;1741
240130_1741_40975;40975;Ακτινολογικό φιλμ, ιατρικό, <προσδιορίστε>;240130;1741
240130_1741_40979;40979;Ακτινολογικό φιλμ, ιατρικό, με ενισχυτική πινακίδα;240130;1741
240130_1741_40980;40980;Ακτινολογικό φιλμ, ιατρικό, χωρίς ενισχυτική πινακίδα;240130;1741
240130_1741_16971;16971;Δοχείο σκοτεινού θαλάμου για φύλαξη φιλμ, διαγνωστικής απεικόνισης;240130;1741
240130_1741_34317;34317;Ενισχυτική πινακίδα ακτίνων Χ;240130;1741
240130_1741_36474;36474;Ενισχυτική πλάκα ακτινολογικού μαστογραφικού συστήματος;240130;1741
240130_1741_45256;45256;Κασέτα / αποθήκη οθόνης φωσφόρου, ψηφιακής απεικόνισης, οδοντιατρική;240130;1741
240130_1741_35839;35839;Κασέτα ακτινολογικού φιλμ, αυτόματης εναλλαγής φιλμ;240130;1741
240130_1741_35437;35437;Κασέτα ακτινολογικού φιλμ, χειροκίνητη;240130;1741
240130_1741_44823;44823;Κασέτα ψηφιακής απεικόνισης;240130;1741
240130_1741_44824;44824;Κασέτα/πλάκα φωσφόρου για ψηφιακή απεικόνιση;240130;1741
240130_1741_44825;44825;Κασέτα/πλάκα φωσφόρου για ψηφιακή απεικόνιση, μαστογραφίας;240130;1741
240130_1741_14482;14482;Οδοντιατρικό φιλμ ακτίνων Χ, <προσδιορίστε>;240130;1741
240130_1741_40977;40977;Οδοντιατρικό φιλμ ακτίνων Χ, με ενισχυτική πινακίδα;240130;1741
240130_1741_40978;40978;Οδοντιατρικό φιλμ ακτίνων Χ, χωρίς ενισχυτική πινακίδα;240130;1741
240130_1741_44826;44826;Πλάκα φωσφόρου για  ψηφιακή απεικόνιση;240130;1741
240130_1741_36264;36264;Υλικό που περιβάλλει τον ασθενή για την βελτίωση της MRI απεικόνισης;240130;1741
240130_1741_17102;17102;Φάκελος αποθήκευσης ακτινολογικού φιλμ;240130;1741
240101_1311_16545;16545;Τυποποιημένη συσκευασία αγγειογραφίας;240101;1311
240101_1311_10516;10516;Τυποποιημένη συσκευασία αγωγής εγκαυμάτων;240101;1311
240101_1311_46923;46923;Τυποποιημένη συσκευασία αιματολογικού συπμυκνώματος, για  συγκέντρωση αιμοπεταλίων;240101;1311
240101_1311_47039;47039;Τυποποιημένη συσκευασία ακράτειας περιττωμάτων;240101;1311
240101_1311_35496;35496;Τυποποιημένη συσκευασία αμνιοκέντησης, μίας χρήσης, με φαρμακευτική ουσία;240101;1311
240101_1311_44071;44071;Τυποποιημένη συσκευασία αμνιοκέντησης, μίας χρήσης, χωρίς φαρμακευτική ουσία;240101;1311
240101_1311_46523;46523;Τυποποιημένη συσκευασία αμνιοτομής;240101;1311
240101_1311_46972;46972;Τυποποιημένη συσκευασία ανάδρομης ενδοτραχειακής διασωλήνωσης;240101;1311
240101_1311_46308;46308;Τυποποιημένη συσκευασία αναισθησίας επισκληρίδιου / υπαραχνοειδούς χώρου;240101;1311
240101_1311_34840;34840;Τυποποιημένη συσκευασία αναισθησίας, βραχιόνιου πλέγματος;240101;1311
240101_1311_46382;46382;Τυποποιημένη συσκευασία αναισθησίας, εντοπισμού νεύρων, μίας χορήγησης;240101;1311
240101_1311_46383;46383;Τυποποιημένη συσκευασία αναισθησίας, εντοπισμού νεύρων, συνεχούς χορήγησης;240101;1311
240101_1311_34844;34844;Τυποποιημένη συσκευασία αναισθησίας, εξωτερικής περιοχής γυναικείων γεννητικών οργάνων;240101;1311
240101_1311_34842;34842;Τυποποιημένη συσκευασία αναισθησίας, επισκληρίδια;240101;1311
240101_1311_35888;35888;Τυποποιημένη συσκευασία αναισθησίας, εφιππιοειδούς περιοχής;240101;1311
240101_1311_35905;35905;Τυποποιημένη συσκευασία αναισθησίας, λαρυγγοτραχειακή;240101;1311
240101_1311_34841;34841;Τυποποιημένη συσκευασία αναισθησίας, ουραίου καναλιού;240101;1311
240101_1311_42325;42325;Τυποποιημένη συσκευασία αναισθησίας, τραχήλου της μήτρας;240101;1311
240101_1311_34845;34845;Τυποποιημένη συσκευασία αναισθησίας, υπαραχνοειδούς χώρου;240101;1311
